,,,Sr #,Compliance name,Country,Sr #,Cyber,Risk Category,Risk level,Service,Rule Name#,CyberQ Rule ID,Rule from Scanner,Match,Implemented in AWAF Folder,Added in Rule Set ,Version,Rational,AWS Ref Link,Remediation Link,Compliance Appliable,CIS Control ID,CIS Control Dis,NIST Control ID,NIST  Control Dis,ISO Control ID,ISO Control Dis,CCM v3 Control ID,CCM v3 Control Dis,AWAF Control ID,AWAF Control Dis,PCI DSS v3.2.1
Control id,PCI DSS v3.2.1
Control dis,GDPR Control ID,GDPR Control dis,,Jira Refernce ,Remediation 
,,,,,,#REF!,CQ-AWS-R53-006,Network,LOW,Route53,Ensure AWS Route 53 domain names are renewed before their expiration (45 days before expiration).,CQ-AWS-R53-006,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-R53-008,Network,MEDIUM,Route53,Ensure your domain names have the Transfer Lock feature enabled in order to keep them secure.,CQ-AWS-R53-008,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-R53-009,Network,MEDIUM,Route53,Ensure AWS Route 53 DNS service is in use for highly efficient DNS management.,CQ-AWS-R53-009,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-R53-010,Network,MEDIUM,Route53,Ensure there is an SPF record set for each MX DNS record in order to stop spammers from spoofing your domains.,CQ-AWS-R53-010,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-R53-011,Network,MEDIUM,Route53,Route 53 Domains configuration changes have been detected within your Amazon Web Services account.,CQ-AWS-R53-011,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-R53-012,Network,HIGH,Route53,Ensure Root Domain Alias Record Points to ELB,CQ-AWS-R53-012,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-R53-013,Network,HIGH,Route53,Ensure a DNS alias record for the root domain,CQ-AWS-R53-013,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-001,Data,HIGH,RDS,Amazon Relational Database Service (RDS) configuration changes have been detected in your AWS account.,CQ-AWS-RDS-001,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-002,Data,HIGH,RDS,Ensure that your Amazon RDS database snapshots are not accessible to all AWS accounts.,CQ-AWS-RDS-002,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-003,Data,MEDIUM,RDS,Ensure that all database instances within an AWS Aurora cluster have the same accessibility.,CQ-AWS-RDS-003,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-004,Data,LOW,RDS,Ensure that Amazon Aurora MySQL database clusters have backtracking enabled.,CQ-AWS-RDS-004,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-005,Data,MEDIUM,RDS,Ensure that Deletion Protection feature is enabled for your Aurora database clusters (provisioned and serverless).,CQ-AWS-RDS-005,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-006,Data,MEDIUM,RDS,Ensure AWS RDS instances are using the latest generation of instance classes for cost and performance improvements.,CQ-AWS-RDS-006,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-007,Data,HIGH,RDS,Ensure AWS RDS SQL Server instances have Transport Encryption feature enabled.,CQ-AWS-RDS-007,#REF!,#REF!,N,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-008,Data,LOW,RDS,Ensure Log Exports feature is enabled for your AWS RDS MySQL, Aurora and MariaDB database instances.,CQ-AWS-RDS-008,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-009,Data,MEDIUM,RDS,Ensure that AWS RDS snapshots are encrypted to meet security and compliance requirements.,CQ-AWS-RDS-009,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-011,Data,MEDIUM,RDS,Ensure IAM Database Authentication feature is enabled for your AWS RDS MySQL and PostgreSQL database instances.,CQ-AWS-RDS-011,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-012,Data,HIGH,RDS,Identify idle AWS RDS database instances and terminate them to optimize AWS costs.,CQ-AWS-RDS-012,#REF!,#REF!,Cost,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-013,Data,MEDIUM,RDS,Ensure Deletion Protection feature is enabled for your AWS RDS database instances.,CQ-AWS-RDS-013,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-014,Data,LOW,RDS,Ensure RDS event subscriptions are enabled for instance level events.,CQ-AWS-RDS-014,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-015,Data,HIGH,RDS,Identify overutilized RDS instances and upgrade them in order to optimize database workload and response time.,CQ-AWS-RDS-015,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-016,Data,LOW,RDS,Ensure Performance Insights feature is enabled for your Amazon RDS database instances.,CQ-AWS-RDS-016,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-017,Data,MEDIUM,RDS,Ensure AWS RDS instances have the Auto Minor Version Upgrade feature enabled.,CQ-AWS-RDS-017,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-018,Data,HIGH,RDS,Ensure AWS RDS instances have Automated Backups feature enabled.,CQ-AWS-RDS-018,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-019,Data,LOW,RDS,Ensure that Amazon RDS instances have Copy Tags to Snapshots feature enabled.,CQ-AWS-RDS-019,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-020,Data,LOW,RDS,Ensure Amazon RDS database instances are not using the default ports.,CQ-AWS-RDS-020,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-021,Data,MEDIUM,RDS,Ensure fewer Amazon RDS instances than the established limit in your AWS account.,CQ-AWS-RDS-021,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-023,Data,HIGH,RDS,Ensure AWS RDS instances are encrypted to meet security and compliance requirements.,CQ-AWS-RDS-023,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-024,Data,LOW,RDS,Ensure event notifications are enabled for your Amazon Relational Database Service (RDS) resources.,CQ-AWS-RDS-024,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-025,Data,HIGH,RDS,Identify RDS instances with low free storage space and scale them in order to optimize their performance.,CQ-AWS-RDS-025,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-026,Data,MEDIUM,RDS,Ensure RDS instances are using General Purpose SSD storage instead of Provisioned IOPS SSD storage to optimize the RDS service costs.,CQ-AWS-RDS-026,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-027,Data,MEDIUM,RDS,Ensure fewer Amazon RDS instances than the established limit in your AWS account.,CQ-AWS-RDS-027,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-028,Data,HIGH,RDS,Ensure no RDS database instances are running within AWS VPC public subnets (internet getway and 0.0.0.0 security group).,CQ-AWS-RDS-028,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-029,Data,LOW,RDS,Ensure AWS RDS instances are using secure and unique master usernames for their databases.,CQ-AWS-RDS-029,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-030,Data,MEDIUM,RDS,Ensure AWS RDS clusters have the Multi-AZ feature enabled.,CQ-AWS-RDS-030,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-032,Data,MEDIUM,RDS,Ensure Amazon RDS Reserved Instances (RI) are renewed before expiration.,CQ-AWS-RDS-032,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-034,Data,HIGH,RDS,Ensure AWS RDS Reserved Instance purchases have not failed.,CQ-AWS-RDS-034,#REF!,#REF!,Cost,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-035,Data,HIGH,RDS,Ensure Amazon RDS Reserved Instance purchases are not pending.,CQ-AWS-RDS-035,#REF!,#REF!,Cost,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-036,Data,LOW,RDS,Ensure RDS Reserved Instance purchases are regularly reviewed for cost optimization (informational).,CQ-AWS-RDS-036,#REF!,#REF!,Cost,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-037,Data,MEDIUM,RDS,Ensure AWS RDS instances have sufficient backup retention period for compliance purposes.,CQ-AWS-RDS-037,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-038,Data,LOW,RDS,Ensure RDS event subscriptions are enabled for DB security groups.,CQ-AWS-RDS-038,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-039,Data,HIGH,RDS,Identify underutilized RDS instances and downsize them in order to optimize your AWS costs.,CQ-AWS-RDS-039,#REF!,#REF!,Cost,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-041,Data,HIGH,RDS,Ensure that your Amazon RDS Reserved Instances are being fully utilized.,CQ-AWS-RDS-041,#REF!,#REF!,Cost,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-042,Data,LOW,RDS,Ensure that Amazon Backup service is used to manage AWS RDS database snapshots.,CQ-AWS-RDS-042,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-043,Data,MEDIUM,RDS,Ensure that RDS Storage AutoScaling feature is enabled to support unpredictable database workload.,CQ-AWS-RDS-043,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-044,Data,HIGH,RDS,Ensure RDS Database is not publically accessible,CQ-AWS-RDS-044,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-045,Data,HIGH,RDS,Ensure Databases running on RDS have encryption at rest enabled,CQ-AWS-RDS-045,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RDS-046,Network,HIGH,RDS,Ensure RDS Database is configured to use the Data Tier Security Group,CQ-AWS-RDS-046,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RED-001,Data,MEDIUM,Redshift,Ensure Deferred Maintenance feature is enabled for your Amazon Redshift clusters.,CQ-AWS-RED-001,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RED-002,Data, User,LOW,Redshift,Ensure that user activity logging is enabled for your Amazon Redshift clusters.,CQ-AWS-RED-002,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RED-003,NA,HIGH,Redshift,Identify idle AWS Redshift clusters and terminate them in order to optimize AWS costs.,CQ-AWS-RED-003,#REF!,#REF!,Cost,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RED-004,Data,LOW,Redshift,Ensure that retention period is enabled for Amazon Redshift automated snapshots.,CQ-AWS-RED-004,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RED-005,Data,MEDIUM,Redshift,Ensure Version Upgrade is enabled for Redshift clusters to automatically receive upgrades during the maintenance window.,CQ-AWS-RED-005,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RED-006,Data,MEDIUM,Redshift,Ensure audit logging is enabled for Redshift clusters for security and troubleshooting purposes.,CQ-AWS-RED-006,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RED-007,Data, User,LOW,Redshift,Ensure AWS Redshift database clusters are not using "awsuser" (default master user name) for database access.,CQ-AWS-RED-007,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RED-008,Network, Data,LOW,Redshift,Ensure Amazon Redshift clusters are not using port 5439 (default port) for database access.,CQ-AWS-RED-008,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RED-009,Data,HIGH,Redshift,Ensure database encryption is enabled for AWS Redshift clusters to protect your data at rest.,CQ-AWS-RED-009,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RED-010,Data,HIGH,Redshift,Ensure Redshift clusters are encrypted with KMS customer master keys (CMKs) in order to have full control over data encryption and decryption.,CQ-AWS-RED-010,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RED-011,Data, Network,MEDIUM,Redshift,Ensure Amazon Redshift clusters are launched within a Virtual Private Cloud (VPC).,CQ-AWS-RED-011,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RED-012,Network, Data,HIGH,Redshift,Ensure Redshift clusters are not publicly accessible to minimise security risks.,CQ-AWS-RED-012,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RED-013,NA,MEDIUM,Redshift,Ensure that your AWS Redshift cluster nodes are of given types.,CQ-AWS-RED-013,#REF!,#REF!,N,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RED-014,Data,HIGH,Redshift,Identify AWS Redshift clusters with high disk usage and scale them to increase their storage capacity.,CQ-AWS-RED-014,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RED-015,Data,MEDIUM,Redshift,Ensure Redshift clusters are using the latest generation of nodes for performance improvements.,CQ-AWS-RED-015,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RED-016,Data,MEDIUM,Redshift,Ensure that your AWS account has not reached the limit set for the number of Redshift cluster nodes.,CQ-AWS-RED-016,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RED-017,Data, Network,MEDIUM,Redshift,Ensure AWS Redshift non-default parameter groups require SSL to secure data in transit.,CQ-AWS-RED-017,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RED-018,NA,MEDIUM,Redshift,Ensure Amazon Redshift Reserved Nodes (RN) are renewed before expiration.,CQ-AWS-RED-018,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RED-020,NA,HIGH,Redshift,Ensure that none of your AWS Redshift Reserved Node purchases have been failed.,CQ-AWS-RED-020,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RED-021,NA,HIGH,Redshift,Ensure that none of your AWS Redshift Reserved Node (RN) purchases are pending.,CQ-AWS-RED-021,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RED-022,NA,LOW,Redshift,Ensure Redshift Reserved Node purchases are regularly reviewed for cost optimization (informational).,CQ-AWS-RED-022,#REF!,#REF!,Cost,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RED-023,NA,HIGH,Redshift,Identify underutilized Redshift clusters and downsize them in order to optimize AWS costs.,CQ-AWS-RED-023,#REF!,#REF!,Cost,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-RED-024,NA,HIGH,Redshift,Ensure that your Amazon Redshift Reserved Nodes are being utilized.,CQ-AWS-RED-024,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-S3-001,Data,MEDIUM,S3,Ensure S3 Buket Policy allows HTTPS requests,CQ-AWS-S3-001,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-S3-002,Data,HIGH,S3,Ensure AWS S3 buckets do not allow public READ access.,CQ-AWS-S3-002,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-S3-003,Data,HIGH,S3,Ensure the S3 bucket used to store CloudTrail logs is not publicly accessible,CQ-AWS-S3-003,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-S3-004,Data,HIGH,S3,Ensure Amazon S3 buckets have Default Encryption feature enabled.,CQ-AWS-S3-004,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-S3-005,Data,LOW,S3,Ensure S3 bucket access logging is enabled on the CloudTrail S3 bucket,CQ-AWS-S3-005,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-S3-006,Data,LOW,S3,Ensure AWS S3 buckets have the MFA Delete feature enabled.,CQ-AWS-S3-006,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-S3-007,Data,LOW,S3,Ensure AWS S3 object versioning is enabled for an additional level of data protection.,CQ-AWS-S3-007,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-S3-008,Data,LOW,S3,Ensure that Object-level logging for write events is enabled for S3 bucket,CQ-AWS-S3-008,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-S3-009,Data,LOW,S3,Ensure that Object-level logging for read events is enabled for S3 bucket,CQ-AWS-S3-009,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-S3-010,Data,LOW,S3,Ensure that your AWS S3 buckets are using DNS-compliant bucket names.,CQ-AWS-S3-010,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-S3-011,Data,HIGH,S3,Ensure S3 buckets do not allow FULL_CONTROL access to AWS authenticated users via S3 ACLs.,CQ-AWS-S3-011,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-S3-012,Data,HIGH,S3,Ensure S3 buckets do not allow READ access to AWS authenticated users through ACLs.,CQ-AWS-S3-012,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-S3-013,Data,HIGH,S3,Ensure AWS S3 buckets do not allow READ_ACP access to AWS authenticated users using ACL,CQ-AWS-S3-013,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-S3-014,Data,HIGH,S3,Ensure S3 buckets do not allow WRITE access to AWS authenticated users through S3 ACLs.,CQ-AWS-S3-014,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-S3-015,Data,HIGH,S3,Ensure S3 buckets do not allow WRITE_ACP access to AWS authenticated users using S3 ACLs.,CQ-AWS-S3-015,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-S3-018,Data,MEDIUM,S3,Ensure that Amazon S3 buckets are encrypted with customer-provided AWS KMS CMKs,CQ-AWS-S3-018,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-S3-019,Data,LOW,S3,Ensure Amazon S3 buckets have lifecycle configuration enabled for security and cost optimization purposes.,CQ-AWS-S3-019,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-S3-020,Data,MEDIUM,S3,Ensure S3 buckets with website configuration enabled are regularly reviewed (informational).,CQ-AWS-S3-020,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-S3-022,Data,HIGH,S3,Ensure Amazon S3 buckets do not allow unknown cross account access via bucket policies.,CQ-AWS-S3-022,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-S3-023,Data,LOW,S3,Ensure that AWS S3 buckets use Object Lock for data protection and/or regulatory compliance.,CQ-AWS-S3-023,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-S3-024,Data,LOW,S3,Ensure that Amazon S3 buckets use Transfer Acceleration feature for faster data transfers.,CQ-AWS-S3-024,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-S3-025,Data,MEDIUM,S3,Ensure AWS S3 buckets enforce SSL to secure data in transit,CQ-AWS-S3-025,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-S3-026,Data,HIGH,S3,Ensure AWS S3 buckets enforce Server-Side Encryption (SSE),CQ-AWS-S3-026,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-S3-027,Data,LOW,S3,Show bucket policies with IAM users from other accounts,CQ-AWS-S3-027,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-S3-028,Data,HIGH,S3,Ensure AWS S3 buckets do not allow public READ_ACP access,CQ-AWS-S3-028,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-S3-029,Data,HIGH,S3,Ensure AWS S3 buckets do not allow public WRITE access.,CQ-AWS-S3-029,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-S3-030,Data,HIGH,S3,Ensure AWS S3 buckets do not allow public WRITE_ACP access,CQ-AWS-S3-030,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-S3-031,Data,HIGH,S3,Ensure AWS S3 buckets do not allow public access via bucket policies.,CQ-AWS-S3-031,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-S3-032,Data,HIGH,S3,Ensure that S3 Buckets are configured with Block public access bucket settings,CQ-AWS-S3-032,#REF!,#REF!,Y,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-SAG-001,Network,HIGH,SageMaker,Ensure Amazon SageMaker notebook instances are running inside a Virtual Private Cloud (VPC).,CQ-AWS-SAG-001,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-SAG-002,Data,HIGH,SageMaker,Ensure that data available on Amazon SageMaker notebook instances is encrypted.,CQ-AWS-SAG-002,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-SAG-003,Data,HIGH,SageMaker,Ensure Amazon SageMaker notebook instances enforce data-at-rest encryption using KMS CMKs.,CQ-AWS-SAG-003,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-SAG-004,Network,MEDIUM,SageMaker,Ensure Notebook instance is not publicly available,CQ-AWS-SAG-004,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-SES-001,Data,LOW,SES,Ensure DKIM signing is enabled in AWS SES to protect email senders and receivers against phishing.,CQ-AWS-SES-001,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-SES-002,Data, Network,HIGH,SES,Ensure that your AWS SES identities (domains and/or email addresses) are not exposed to everyone.,CQ-AWS-SES-002,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-SES-003,User,HIGH,SES,Ensure that AWS SES identities (domains and/or email addresses) do not allow unknown cross-account access via authorization policies.,CQ-AWS-SES-003,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-SES-004,User,LOW,SES,Ensure AWS SES identities (email addresses and/or domains) are verified.,CQ-AWS-SES-004,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-SM-001,Data,HIGH,SecretsManager,Ensure that AWS Secrets Manager service enforces data-at-rest encryption using KMS CMKs.,CQ-AWS-SM-001,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-SM-002,Data,MEDIUM,SecretsManager,Ensure that automatic rotation is enabled for your Amazon Secrets Manager secrets.,CQ-AWS-SM-002,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-SM-003,Data,MEDIUM,SecretsManager,Ensure that Amazon Secrets Manager automatic rotation interval is properly configured.,CQ-AWS-SM-003,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-SM-004,Data,MEDIUM,SecretsManager,Ensure that AWS Secrets Manager is in use for secure and efficient credentials management.,CQ-AWS-SM-004,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-SNS-001,Data,MEDIUM,SNS,Ensure appropriate subscribers to all your AWS Simple Notification Service (SNS) topics.,CQ-AWS-SNS-001,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,CQ-AWS-SNS-002,Data,HIGH,SNS,Ensure that Amazon SNS topics enforce Server-Side Encryption (SSE).,CQ-AWS-SNS-002,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
